Timestamp,Year,Gender,Age,Nationality,Current Country of Residence,Current State of Residence,Current City of Residence,Highest Level of Education,Name of Highest Degree Obtained,Name of School or University,Is your Education Background related to your current job?,Did you go through a bootcamp to learn technical skills?,"Professional Certification (Eg. CCNA, CEH, GCP Cloud Associate)",Name of Bootcamp Course,Name of Professional Certification(s),Job Title,What is your currency code?,What is your current monthly base salary?,What is your current bonus compensation per year?,What is your current equity (stock) compensation per year?,How many days of annual leave are you entitled to?,Company Benefits,What technologies do you use for work on a regular basis?,Company Location,Company Industry,What is the size of your company?,What is the size of your tech team?,What's the name of your company? [Optional],Satisfaction Level of Current Job,Years of Experience,Number of past employments/jobs (excluding the current one),What was your starting monthly salary?,Indicate in 3-character currency code for starting monthly salary
27/07/2021 18:20:26,2021,Male,28,Malaysian,Malaysia,Selangor,Confidential,Undergraduate Degree,,,Yes,Yes,No,,,Software Engineer,MYR,8000.00,Confidential,,18,"Health Insurance, Maternity Leave, Paternity Leave, Learning and Development, Company Laptop, Phone Bill Reimbursement",Java,Kuala Lumpur,Financial Services,201-1000 employees,11 - 50 people,,6,5,1,3500,
26/07/2021 21:47:20,2021,Male,23,Malaysian,Malaysia,Perak,Confidential,Undergraduate Degree,Computer Science,,Yes,No,No,,,Software Engineer,MYR,3500.00,0.00,0,20,"Sick Time (Unlimited), Remote Work, Learning and Development, Transport Allowance","Node js, Django, React, Python","Selangor, Malaysia",Retail / ecommerce,1-10 employees,2 - 10 people,,7,0.5,0,3500,
27/07/2021 00:19:46,2021,Male,25,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Computer Science,University Sains Malaysia,Yes,No,Yes,,CCNA,Software Engineer,MYR,3500.00,0.00,0,20,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Remote Work, Gym/Wellness Reimbursement, Transport Allowance, Company Laptop","C#, Js, Ts","Kuala Lumpur, Malaysia","Energy, Utilities",201-1000 employees,2 - 10 people,,5,1,0,3500,
27/07/2021 14:40:10,2021,Male,29,Malaysian,Malaysia,Selangor,Subang Jaya,Undergraduate Degree,Biomedical Electronics Engineering,University Malaysia Perlis,No,No,No,,,System Analyst,MYR,6594.00,"6,594.00",0,24,"Health Insurance, Dental Insurance, Employee Assistance Program, Paternity Leave, Vacation/Personal Days, Free Snacks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop","Python, SQL","Selangor, Malaysia",Fast Moving Consumer Goods (FMCG),">10,000employees",51 - 200 people,Tobacco,7,6,5,3500,
16/02/2022 16:30:32,2022,Male,27,Malaysian,Malaysia,Pulau Pinang,Pulau Pinang,Undergraduate Degree,Electric & Electronic Engineering,University Tun Hussein Onn Malaysia,Yes,Yes,Yes,Docker Basics - Docker,HashiCorp Certified Terraform Associate,R&D Software Engineer (DevOps),MYR,6600.00,"12,000.00",0,16,"Health Insurance, Maternity Leave, Paternity Leave, Company Laptop, Company Phones","Jenkins, AWS","Penang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,6,3,3,3520,
01/08/2021 22:36:13,2021,Male,26,Malaysian,Malaysia,Pulau Pinang,Butterworth,Undergraduate Degree,Mechanical Engineering,University Tun Hussein Onn Malaysia,No,No,No,,,Junior Software Developer,MYR,3600.00,0.00,0,12,"Dental Claim, Sick Time (Unlimited), Company Laptop, Optical/Eye-wear claims","Angular, C#, Api","Penang, bayan baru",It,51-200 employees,2 - 10 people,,5,New,1,3600,MYR
21/08/2021 17:36:20,2021,Male,21,Malaysian,Malaysia,Kuala Lumpur,Kepong,"Pre-university (STPM, A-Levels, Matriculation, CPU, IB, etc.)",,,No,Yes,Yes,,CCNA,Software Engineer,MYR,3600.00,0.00,0,14,"Dental Claim, Vacation/Personal Days, Free Snacks, Free Drinks, Company Laptop, Optical/Eye-wear claims","python, node.js, javascripts, mysql, etc","Kuala Lumpur, Malaysia","Media, Creative Industries",11-50 employees,2 - 10 people,,8,1,1,3600,
16/08/2021 00:30:34,2021,Male,24,Malaysian,Malaysia,Selangor,Cyberjaya,Undergraduate Degree,Information Technology,University Kuala Lumpur,Yes,No,No,,,Software Developer,MYR,3800.00,0.00,0,14,"Health Insurance, Dental Claim, Maternity Leave, Remote Work, Learning and Development, Transport/Parking Allowance, Company Laptop","Laravel, Angular","Kuala Lumpur, Malaysia",IT,11-50 employees,2 - 10 people,,9,1.5,2,3600,
29/07/2021 00:04:04,2021,Male,27,Malaysian,Malaysia,Kuala Lumpur,Bukit Jalil,Undergraduate Degree,Information Technology,Malaysia Multimedia University,Yes,No,No,,,"Team Lead, Software Engineer",MYR,6000.00,0.00,0,14,Health Insurance,"JS, Node.Js, React.Js, AWS","KL, Malaysia","Hospitality, Food, Leisure Travel",11-50 employees,2 - 10 people,,2,5,2,3600,
08/09/2021 08:31:46,2021,Male,26,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Computer Science,Malaysia Multimedia University,Yes,No,No,,,Software Engineer,MYR,3716.00,"1,000.00",,14,"Free Breakfast, Free Lunch, Free Dinner, Free Snacks, Free Drinks",.Net,"Kuala Lumpur, Malaysia",Entertainment,201-1000 employees,11 - 50 people,,4,2,2,3600,
30/09/2021 01:22:22,2021,Male,25,Malaysian,Malaysia,Selangor,Sungai Buloh,Undergraduate Degree,Computer Science,University Malaysia Sarawak,Yes,No,No,,,Application Engineer,MYR,3700.00,"3,700.00",0,16,"Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Company Laptop","Java, Spring","Selangor, Malaysia",Financial Services,"1,001-10,000 employees",200+ people,,5,0,1,3600,
08/10/2021 13:34:11,2021,Male,24,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Computer Science,University Malaya,Yes,No,No,,,Application Engineer,MYR,5000.00,"22,500.00",0,18,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop, Immigration Assistance, Phone Bill Reimbursement, Annual Flexi Allowance, Broadband/Home Internet Reimbursement, Professional Membership Subsidy/Sponsor","Java, Javascript",Kuala Lumpur,Financial Services,"1,001-10,000 employees",51 - 200 people,,10,1,Software Developer,3600,
27/07/2021 00:35:07,2021,Male,23,Malaysian,Malaysia,Selangor,Ampang,Undergraduate Degree,Computer Science,Tunku Abdul Rahman University College,Yes,No,Yes,,Aws associate certifications,Cloud Developer,MYR,3600.00,0.00,0,12,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Learning and Development, Company Laptop, Company Phones","Python, AWS","Kuala Lumpur, Malaysia","Data Infrastructure, Telecom",201-1000 employees,2 - 10 people,,8,0,0,3600,
26/07/2021 20:23:04,2021,Male,27,Malaysian,Singapore,Singapore,Singapore,Undergraduate Degree,Computer Science,University Teknologi Malaysia,Yes,No,Yes,,"CPRE, CTFL",Software engineer,SGD,4300.00,"7,000.00",0,14,"Paternity Leave, Remote Work, Company Laptop","Reactjs, MySQL, Postgresql, Elasticsearch, docker, Message queue",Singapore,"Public Service, Social Service",51-200 employees,2 - 10 people,,7,3,1,3600,
26/07/2021 21:02:59,2021,Female,25,Malaysian,Malaysia,Selangor,Cheras,Undergraduate Degree,Information Technology,UOW KDU Malaysia University & College,Yes,No,No,,,Software Engineer,MYR,4437.00,"6,000.00",,14,"Health Insurance, Maternity Leave, Remote Work, Company Laptop",C#,Kuala Lumpur,Entertainment,201-1000 employees,11 - 50 people,,7,2,1,3600,
26/07/2021 21:47:47,2021,Male,27,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Computer Science,Nottingham University,Yes,No,No,,Salesforce,Technology Consultant (SalesForce),MYR,8650.00,Confidential,,14,"Health Insurance, Life Insurance, Dental Insurance, Vacation/Personal Days, Remote Work, Learning and Development, Tuition Reimbursement, Company Laptop, Phone Bill Reimbursement","Salesforce, slack, tableau, workday","Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",201-1000 employees,200+ people,,8,3.5,1,3600,
26/07/2021 20:23:14,2021,Male,23,Malaysian,Malaysia,Kuala Lumpur,Sri Rampai,Undergraduate Degree,Actuarial Science,Sunway University,No,No,No,,,Data Scientist,MYR,3600.00,0.00,0,15,"Vacation/Personal Days, Sick Time (Unlimited), Remote Work","Python, Aliyun, Airflow, Superset, Postgres","Selangor, Malaysia","Professional Services (Law, Consulting, etc.)",11-50 employees,11 - 50 people,,8,1,1,3600,
26/07/2021 21:27:06,2021,Male,26,Malaysian,Malaysia,Selangor,Rawang,Undergraduate Degree,Computer Science,Monash University,Yes,No,No,,,Software Engineer Specialist,MYR,4750.00,"2,900.00",,16,"Health Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work",Quill (Quintiq Logic Language),"Selangor, Malaysia",Tech,">10,000employees",2 - 10 people,,6,0.5,2,3600,
26/07/2021 22:44:49,2021,Male,30,Malaysian,Malaysia,Kuala Lumpur,Confidential,Undergraduate Degree,Computer Science,,Yes,No,Yes,,"CTFL, CTAL, Scrum Developer",Software Test Engineer,MYR,9200.00,Confidential,,18,"Health Insurance, Dental Insurance, Employee Assistance Program, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop, Company Phones, Immigration Assistance, Phone Bill Reimbursement","Groovy, .Net","KL, Malaysia","Energy, Utilities","1,001-10,000 employees",2 - 10 people,,9,5,3,3600,
26/07/2021 20:38:48,2021,Female,26,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Computer Science,University Teknikal Malaysia Melaka,Yes,No,No,,,Senior Software Engineer,MYR,4950.00,"5,000.00",,20,"Health Insurance, Maternity Leave, Paternity Leave, Free Breakfast, Free Snacks, Free Drinks, Remote Work, Gym/Wellness Reimbursement, Learning and Development, Company Laptop, Phone Bill Reimbursement","Java, Spring, Angular","Kuala Lumpur, Malaysia",Financial Services,51-200 employees,2 - 10 people,,5,3,1,3600,
03/08/2021 00:08:09,2021,Male,28,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Applied Statistics,Tunku Abdul Rahman University College,No,No,No,,,Data Scientist,MYR,4000.00,"12,000.00",,20,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Free Drinks, Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Tuition Reimbursement, Company Laptop, Company Phones, Phone Bill Reimbursement, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","Python, SQL, google cloud, git, docker","Kuala lumpur, malaysia","Data Infrastructure, Telecom","1,001-10,000 employees",11 - 50 people,,7,1.5,1,3700,
26/07/2021 23:47:08,2021,Male,26,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Information Technology,Tunku Abdul Rahman University College,Yes,No,Yes,,"CCNA, Microsoft Azure Developer, Professional Scrum Master 1",Software Development Engineer,MYR,7600.00,"3,800.00",0,20,"Health Insurance, Dental Insurance, Paternity Leave, Free Snacks, Free Drinks, Remote Work, Transport Allowance, Company Laptop","Dotnet, AngularJs, NodeJs, GCP, MySQL","Kuala Lumpur, Malaysia",Communication,201-1000 employees,2 - 10 people,,4,4,2,3700,
27/07/2021 22:15:51,2021,Female,26,Malaysian,Malaysia,Pulau Pinang,Bukit Mertajam,Masters Degree,Data Science,University Sains Malaysia,Yes,No,No,,,Data Analyst,MYR,3800.00,0.00,0,12,"Health Insurance, Maternity Leave, Remote Work, Employee Discount, Learning and Development, Company Laptop",Python,"Pulau Pinang, Malaysia","Industrials (Manufacturing, Construction, etc.)",">10,000employees",2 - 10 people,,6,4 month,0,3800,MYR
10/09/2021 16:18:56,2021,Male,23,Malaysian,Malaysia,Pulau Pinang,Bukit Mertajam,Undergraduate Degree,Information Technology,Asia Pacific University,Yes,No,No,,,Software Developer,MYR,3800.00,0.00,0,14,"Health Insurance, Life Insurance, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Free Drinks, Learning and Development, Company Laptop, Phone Bill Reimbursement","Java, Javascript, Spring Framework",Kuala Lumpur,"Transport, Logistics",201-1000 employees,2 - 10 people,,5,Less Than 1 Year,0,3800,
10/10/2021 23:15:57,2021,Male,25,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Computer Science,Malaysia Multimedia University,Yes,No,No,,,Software Engineer,MYR,5800.00,0.00,0,14,"Health Insurance, Dental Claim, Company Laptop, Optical/Eye-wear claims","Java, Vue.js","Kuala Lumpur, Malaysia",Fintech,51-200 employees,2 - 10 people,,5,2,1,3800,
19/09/2021 20:28:02,2021,Male,22,Malaysian,Malaysia,Johor,Skudai,Diploma,Information Technology,Malaysia Multimedia University,Yes,No,No,,,Solution Architect,MYR,5500.00,Confidential,,14,Dental Claim,Golang,"Petaling Jaya, Selangor",Financial Services,11-50 employees,11 - 50 people,,7,2,0,3800,
28/10/2021 19:58:35,2021,Male,25,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Computer Science,Malaysia Multimedia University,Yes,No,No,,,Software Engineer,MYR,5800.00,0.00,0,15,"Health Insurance, Dental Claim, Company Laptop",Java,"Kuala Lumpur, Malaysia",Financial Services,51-200 employees,2 - 10 people,,6,2,1,3800,
06/08/2021 13:15:22,2021,Male,23,Malaysian,Malaysia,Selangor,Confidential,Undergraduate Degree,Information Technology,Taylor's University,Yes,No,No,,,Software Engineer,MYR,6200.00,0.00,0,15,"Remote Work, Company Laptop",React.js,"SELANGOR, Malaysia",Auto Vehicles,">10,000employees",11 - 50 people,,8,1,1,3800,
26/07/2021 21:21:22,2021,Male,26,Malaysian,Malaysia,Selangor,Bandar Sri damansara,Undergraduate Degree,Software Engineering,Taylor's University,Yes,No,No,,,Full-Stack Software Developer,MYR,6600.00,0.00,0,12,"Health Insurance, Vacation/Personal Days, Sick Time (Unlimited), Remote Work, Transport Allowance",MERN stack,"Selangor, Malaysia","Transport, Logistics",201-1000 employees,51 - 200 people,,10,4,1,3800,
26/07/2021 20:17:46,2021,Male,23,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Computer Science,Tunku Abdul Rahman University College,Yes,No,No,,,Senior Software Engineer,MYR,5000.00,"5,000.00",0,14,"Health Insurance, Dental Insurance, Free Snacks, Remote Work, Learning and Development, Company Laptop, Performance bonus","Golang, javascript, React, Mysql, elastic search","Selangor, Malaysia",Financial Services,51-200 employees,11 - 50 people,,10,1,2,3800,
26/07/2021 21:12:03,2021,Male,22,Malaysian,Malaysia,Johor,Skudai,Diploma,Information Technology,Malaysia Multimedia University,Yes,No,No,,,Senior Software Engineer,MYR,5500.00,"1,700.00",66000,14,Maternity Leave,"Kubernetes,Alicloud,MS Team","Selangor, Malaysia",Financial Services,11-50 employees,11 - 50 people,Revenue Monster Sdn Bhd,7,2,0,3800,
26/07/2021 22:29:03,2021,Male,26,Malaysian,Malaysia,Pulau Pinang,Pulau Pinang,Undergraduate Degree,Computer Engineering,San José State University,Yes,No,Yes,,"Aviatrix Certified Engineer, Microsoft Azure Associate",Software Engineer,MYR,7000.00,0.00,0.25%,14,"Remote Work, Learning and Development, Company Laptop, Claim on health related spending","MEVN, Javascript, BI Tool","Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",11-50 employees,2 - 10 people,,9,3,1,3800,
26/07/2021 22:10:08,2021,Male,23,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Information Technology,Asia Pacific University,Yes,No,No,,,Full-Stack Software Developer,MYR,3800.00,600.00,,14,"Health Insurance, Dental Insurance, Transport Allowance, Company Laptop","Java, React Native","Selangor,Malaysia",Financial Services,51-200 employees,2 - 10 people,,5,1.5,0,3800,
26/07/2021 23:45:35,2021,Male,23,Malaysian,Malaysia,Selangor,Semenyih,Undergraduate Degree,Information Technology,Tunku Abdul Rahman University College,Yes,No,No,,,Software Developer,MYR,3800.00,0.00,0,15,"Health Insurance, Dental Insurance","WAS, Angular,Spring","Damansara,Selangor",Financial Services,51-200 employees,2 - 10 people,Cyber Village Sdn Bhd,4,5 month,0,3800,
26/07/2021 23:36:54,2021,Male,23,Malaysian,Malaysia,kedah,Cheras,Undergraduate Degree,Computer Science,MARA Technology University,Yes,Yes,Yes,Udemy,,Data Engineer,MYR,3800.00,0.00,,15,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Company Laptop",a lot,kl,Business,51-200 employees,2 - 10 people,,8,1,0,3800,
26/07/2021 20:26:26,2021,Male,22,Malaysian,Malaysia,Selangor,Batu Caves,Undergraduate Degree,Information Technology,Asia Pacific University,Yes,No,No,,,Software Engineer,MYR,3800.00,0.00,0,16,"Health Insurance, Life Insurance","C#.Net, Jquery","Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",51-200 employees,2 - 10 people,,6,0.5,0,3800,
27/07/2021 09:26:47,2021,Male,28,Malaysian,Malaysia,Kuala Lumpur,Dengkil,Undergraduate Degree,Computer Science,University Tenaga Nasional,Yes,No,No,,,Lead Frontend Engineer,MYR,12000.00,0.00,0,20,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Paternity Leave, Learning and Development, Company Laptop, Company Phones, Company Car",React,Cyberjaya,"Public Service, Social Service",51-200 employees,11 - 50 people,,7,5,4,3800,
08/10/2021 13:28:36,2021,Male,23,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Computer Science,,Yes,No,No,,,Software Engineer,MYR,3900.00,Confidential,,15,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Employee Discount, Learning and Development, Company Laptop, Optical/Eye-wear claims, Professional Membership Subsidy/Sponsor, health screening, compassionate leave",".NET, React, Angular, Nodejs, MSSQL, MySQL, Azure, AWS","W.P. Kuala Lumpur, Malaysia",Government and Government Linked Companies (GLC),">10,000employees",11 - 50 people,,9,0.5,0,3900,
16/08/2021 19:50:53,2021,Male,27,Malaysian,Malaysia,Kuala Lumpur,Sentul,Undergraduate Degree,Computer Science,University of Michigan,Yes,No,No,,,Data Engineer,MYR,6600.00,"15,000.00",0,24,"Health Insurance, Life Insurance, Employee Assistance Program, Maternity Leave, Vacation/Personal Days, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop, Company Phones","Python, R, Javascript, SQL, Elasticsearch, Postgres, MySQL",Kuala Lumpur,"Public Service, Social Service","1,001-10,000 employees",2 - 10 people,,4,4,0,3900,
26/07/2021 21:24:00,2021,Male,24,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Information Technology,Asia Pacific University,Yes,No,No,,,Data Scientist,MYR,5000.00,0.00,,14,"Health Insurance, Company Laptop, Setel Credit","Aws, Holistics, Hex",Kuala Lumpur,Financial Services,51-200 employees,51 - 200 people,Setel,8,2,1,3950,
27/07/2021 00:18:35,2021,Female,24,Malaysian,Malaysia,Selangor,Shah Alam,Undergraduate Degree,Information Technology,UOW KDU Malaysia University & College,Yes,No,No,,,Data Analyst,MYR,3960.00,0.00,0,15,"Health Insurance, Life Insurance, Dental Insurance, Maternity Leave, Vacation/Personal Days, Remote Work, Transport Allowance, Company Laptop, Phone Bill Reimbursement","SQL, Excel, R","Kuala Lumpur, Malaysia","Professional Services (Law, Consulting, etc.)",11-50 employees,2 - 10 people,,7,0,0,3960,
08/08/2021 13:18:03,2021,Male,24,Malaysian,Malaysia,Pulau Pinang,Georgetown,Undergraduate Degree,Computer Network Engineering,University Malaysia Perlis,Yes,Yes,No,CDLE - Certifai,,AI Engineer,MYR,4000.00,0.00,0,0,"Free Snacks, Remote Work, Learning and Development, Company Laptop",Pytorch,"Penang, Malaysia",Information Technology & Services,51-200 employees,51 - 200 people,Skymind Holdings Berhad,10,8 Months,0,4000,MYR
10/11/2021 21:23:19,2021,Male,23,Malaysian,Malaysia,Pulau Pinang,Confidential,Undergraduate Degree,Electric & Electronic Engineering,University Malaya,Yes,No,No,,,Software Engineer,MYR,4000.00,0.00,0,3,"Health Insurance, Life Insurance, Maternity Leave, Vacation/Personal Days, Free Lunch, Company Laptop","Laptop, wifi",Penang,"Industrials (Manufacturing, Construction, etc.)","1,001-10,000 employees",2 - 10 people,,5,1,1,4000,MYR
17/08/2021 21:38:48,2021,Male,24,MyPR,Malaysia,Selangor,Kota Damansara,SPM,None,Sekolah Menengah Pantai,No,No,No,,,Backend Developer,MYR,6000.00,0.00,0,10,"Health Insurance, Company Laptop","Node.js, typescript, aws","Selangor, Malaysia",Auto Vehicles,11-50 employees,2 - 10 people,,7,1,0,4000,MYR
24/03/2022 09:14:54,2022,Male,28,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Information Technology,Royal Melbourne Institute of Technology,Yes,No,No,,,Senior Software Developer,MYR,6500.00,0.00,0,12,"Maternity Leave, Paternity Leave, Vacation/Personal Days, Transport/Parking Allowance","Laravel, vue","Selangor, Malaysia",Financial Services,11-50 employees,2 - 10 people,,6,5,2,4000,MYR
15/08/2021 15:20:10,2021,Female,28,Malaysian,Malaysia,Pulau Pinang,Confidential,Undergraduate Degree,Information Technology,,Yes,No,No,,,Mobile Apps Developer,MYR,4000.00,Confidential,,12,Free Lunch,INtellij,Penang,"Industrials (Manufacturing, Construction, etc.)",1-10 employees,2 - 10 people,,10,5,2,4000,MYR
08/10/2021 15:52:08,2021,Male,25,Malaysian,Malaysia,Selangor,Petaling Jaya,Undergraduate Degree,Computer Engineering,University of Macau,Yes,No,No,,,Full-Stack Software Developer,MYR,4500.00,0.00,0,14,Health Insurance,Laptop,"Selangor, Malaysia",Business,51-200 employees,2 - 10 people,,6,1+,1,4000,
02/10/2021 20:06:53,2021,Male,41,Malaysian,Malaysia,Selangor,Kajang,Undergraduate Degree,Multimedia,Malaysia Multimedia University,Yes,No,No,,,Senior Mobile Apps Developer,MYR,15000.00,"5,000.00",0,14,"Health Insurance, Life Insurance, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work","HTML, JavaScript, React, Typescript, Redis",Singapore,Games,11-50 employees,11 - 50 people,,10,20,4,4000,
02/10/2021 20:07:00,2021,Male,41,Malaysian,Malaysia,Selangor,Kajang,Undergraduate Degree,Multimedia,Malaysia Multimedia University,Yes,No,No,,,Senior Mobile Apps Developer,MYR,15000.00,"5,000.00",0,14,"Health Insurance, Life Insurance, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Remote Work","HTML, JavaScript, React, Typescript, Redis",Singapore,Games,11-50 employees,11 - 50 people,,10,20,4,4000,
13/08/2021 16:20:32,2021,Male,30,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Chemical Engineering,University Teknologi PETRONAS,No,No,No,,,Software Engineer,MYR,8000.00,0.00,0,16,"Vacation/Personal Days, Remote Work, Learning and Development, Company Laptop, Company Phones","flutter, elixir, phoenix, react","Kuala Lumpur, Malaysia",Entertainment,11-50 employees,2 - 10 people,,8,2,2,4000,
24/02/2022 14:54:33,2022,Male,30,Malaysian,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Masters Degree,Electrical & Electronic Engineering,University of Birmingham,Yes,No,No,,,Assistant Electrical Superintendent,MYR,6800.00,0.00,0,18,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Sick Time (Unlimited), Gym/Wellness Reimbursement, Learning and Development, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, Relocation Bonus, Annual Flexi Allowance, Optical/Eye-wear claims, Professional Membership Subsidy/Sponsor",python web-framework plc uiux,Kuala Lumpur,Construction,"1,001-10,000 employees",2 - 10 people,Gamuda sdn.bhd,3,6,3,4000,
01/10/2021 00:39:40,2021,Male,26,Malaysian,Malaysia,Kuala Lumpur,Kepong,Undergraduate Degree,Information Technology,Taylor's University,Yes,No,No,,,"Manager, Software Engineer",MYR,16500.00,"50,000.00",2500,18,"Health Insurance, Life Insurance, Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Sick Time (Unlimited), Remote Work, Gym/Wellness Reimbursement, Employee Discount, Learning and Development, Company Laptop, Annual Flexi Allowance, Optical/Eye-wear claims","React, Golang","KL, Malaysia","Transport, Logistics","1,001-10,000 employees",2 - 10 people,,10,5,2,4000,
27/07/2021 22:47:07,2021,Male,27,Malaysian,Malaysia,Kuala Lumpur,Bukit Jalil,Undergraduate Degree,Economics,Nottingham University,No,No,No,,,Data Analyst,MYR,5280.00,"14,200.00",0,20,"Health Insurance, Maternity Leave, Paternity Leave, Free Lunch, Free Snacks, Remote Work, Learning and Development, Company Laptop, Phone Bill Reimbursement","Python, AWS Stack, Pyspark, SQL, Tableau, MS Excel","WP KL, MY",Marketing,201-1000 employees,11 - 50 people,,6,3,1,4000,
28/10/2021 00:53:34,2021,Male,23,Malaysian,Malaysia,Melaka,Melaka,Undergraduate Degree,Information Technology,Tunku Abdul Rahman University College,Yes,No,No,,,Software Developer,MYR,4000.00,Confidential,not sure,20,"Dental Claim, Employee Assistance Program, Maternity Leave, Paternity Leave, Remote Work, Employee Discount, Learning and Development, Company Laptop, Optical/Eye-wear claims",.NET,Cyberjaya,Financial Services,">10,000employees",2 - 10 people,,10,0,0,4000,
28/07/2021 00:16:41,2021,Male,26,Malaysian,Malaysia,Selangor,Seri Kembangan,Undergraduate Degree,Computer Science,Sunway University,Yes,No,No,,,Senior Frontend Developer,MYR,10500.00,Confidential,,20,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Remote Work, Transport/Parking Allowance, Company Laptop, Optical/Eye-wear claims","Vuejs, Nuxt",Selangor,Auto Vehicles,"1,001-10,000 employees",51 - 200 people,,9,4,2,4000,
21/12/2021 21:47:50,2021,Male,24,Malaysian,Malaysia,Selangor,Puchong,Undergraduate Degree,Computer Science,Taylor's University,Yes,No,No,,,iOS Software Engineer,MYR,5100.00,0.00,0,22,"Health Insurance, Dental Claim, Remote Work, Transport/Parking Allowance, Company Laptop, Phone Bill Reimbursement, Annual Flexi Allowance, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims","Swift, Xcode","KL, Malaysia",Financial Services,201-1000 employees,11 - 50 people,,8,2,2,4000,
25/02/2022 20:15:25,2022,Male,31,Malaysian,Malaysia,Selangor,Petaling Jaya,Masters Degree,Applied Statistics,University Malaya,No,No,No,,,Data Analyst,MYR,7700.00,"26,950.00",,24,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Learning and Development, Company Laptop, Professional Membership Subsidy/Sponsor",Excel,"Kuala Lumpur, Malaysia",Financial Services,"1,001-10,000 employees",51 - 200 people,,8,7,2,4000,
27/07/2021 23:26:22,2021,Male,31,NA,Malaysia,Kuala Lumpur,Kuala Lumpur City Centre,Undergraduate Degree,Information Technology,,Yes,No,No,,,Head of Engineering,MYR,26000.00,"60,000.00",,24,"Health Insurance, Life Insurance, Dental Claim, Maternity Leave, Paternity Leave, Vacation/Personal Days, Free Snacks, Employee Discount, Learning and Development, Transport/Parking Allowance, Company Laptop, Company Phones, Immigration Assistance, Phone Bill Reimbursement, Annual Flexi Allowance, Broadband/Home Internet Reimbursement, Optical/Eye-wear claims, Housing allowance","GCP, Java, Ruby","Kuala lumpur, Malaysia",Financial Services,51-200 employees,11 - 50 people,,8,10,5,4000,
